surface_id,source_file,representative_mcp_ranges,uncovered_lines,uncovered_branches,uncovered_functions,region_count,initial_surface_category,input_surface,public_to_rust_chain,pillow_python_reference,why_not_reachable_or_first_divergence,wrong_implementation_question,right_rust_specific_implementation,classification,fixability,evidence_refs,agent_owner,investigation_status,agent_update,coverage_snapshot_id,coverage_run_id,coverage_command_id,coverage_command_name,coverage_suite,coverage_scope,coverage_outer_commit,coverage_measurement_commit,coverage_claim_status,coverage_snapshot_metrics,coverage_lineage_note,ranked_range_classification,first_divergence_location,divergence_id,coverage_insight_item_count,coverage_insight_source,coverage_insight_note
surface-024,pillow-rs/src/image_utils.rs,41;49;51,28,2,4,9,utility/validation,public image creation and buffer inputs,Image.resize/crop/rotate/transpose/thumbnail/reduce/filter/transform -> PyO3 PyImage -> Image public operation -> compute backend -> geometry/filter operation -> image_utils::raw_bytes_to_image; Image.frombytes/frombuffer uses a separate path,Pillow 12.2.0 validates raw buffer lengths and modes at public constructors and geometry operations before core reconstruction.,"raw_bytes_to_image is pub(crate), not a public constructor. Supported callers pass channel counts bounded to 1–4 or hardcode 4 and allocate through CheckedDims/exact output lengths, so unsupported-channel and short-buffer branches cannot occur. Zero-sized cases are rejected or handled by separate empty-image paths. No first Rust/Pillow divergence was observed for the target ranges.",Could public raw-byte or geometry inputs bypass mode/channel validation and deliver an invalid channel count or short buffer to this internal helper?,Keep the helper defensive and internal. Preserve CheckedDims allocation at every caller; a future validated layout token could make invalid channels and lengths unrepresentable. Keep public frombytes validation separate.,unreachable,not_a_bug,"pillow-rs/src/image_utils.rs:23-83; pillow-rs/src/raster/color/types.rs:78-110; pillow-rs/src/compute/pool_cpu/ops/geometry.rs:873-912,1165-1211,1328-1357,1465-1476; pillow-rs/src/compute/pool_cpu/ops/filter.rs:1145-1242,1617-1724; pillow-rs/src/ops/param_filters.rs:337-361; pillow-rs/src/image.rs:1521-1579; pillow-rs-py/src/lib.rs:1376-1390; public geometry probe",luna-023-024,complete,Luna investigator: raw_bytes_to_image validation arms are internal invariant guards; no public-input parity bug found; no files changed.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",unreachable,none identified in assigned ranked ranges,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-025,pillow-rs/src/compute/pool_cpu/ops/imageops.rs,139;368-372;376-377,20,10,4,9,public imageops/validation,public image transform and filter inputs,pillow-rs-py/python/pillow_rs/imageops.py -> PyO3 imageops bindings -> ops/imageops.rs -> Image materialize/evaluate_pipeline -> compute registry -> pool_cpu/ops/imageops.rs,Pillow 12.2.0 ImageOps._lut accepts L/RGB and rejects unsupported modes; ImageOps.expand constructs output in the source mode and permits empty sizes.,"imageops.rs:139 is impossible for valid positive output dimensions because row length is 4*(width+2*border) and offset_x is border. from_raw failure arms at :368-372 and :376-377 cannot occur because raw output is constructed from valid DynamicImage buffers. An adjacent empty-expand divergence occurs earlier at :923, where CheckedDims rejects zero output before the assigned helper.",Should tests fabricate malformed image buffers or invalid zero/overflow dimensions merely to cover defensive shape guards?,"Keep defensive guards and native channel dispatch. If empty-expand parity is addressed separately, use an allow-empty path and return before zero-stride chunks_exact_mut processing; do not force these failure arms.",unreachable,not_a_bug,"pillow-rs/src/compute/pool_cpu/ops/imageops.rs:129-145,341-385,884-970; pillow-rs/src/raster/buffer.rs:623-633,736-745; pillow-rs/src/checked_dims.rs:91-104,147-153; pillow-rs/src/ops/imageops.rs:424-447,582-584; Pillow 12.2.0 ImageOps source and invert/empty-expand probes",luna-025-026,complete,Luna investigator: target imageops guards are unreachable buffer/dimension invariants; no files changed; adjacent empty-expand issue is separately noted.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",unreachable,none identified in assigned ranked ranges,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-026,pillow-rs/src/compute/pool_simd/mod.rs,34;198-199;211-212,20,6,6,8,SIMD/backend dispatch,public SIMD-capable image operations,pillow-rs-py imageops/backend bindings -> PyO3 operations -> Image::push_op/materialize -> compute route_decision/prepare_execution -> SimdPool::supports/execute_batch -> pool_simd/mod.rs,"Pillow ImageOps operations preserve requested mode; Pillow has no equivalent SIMD backend, so SIMD must preserve public bytes and mode metadata.","pool_simd/mod.rs:34 is unreachable because fused_point_batch first requires byte_point_mode_allowed, whose true cases are exactly L8/LA8/RGB8/RGBA8. Public P/PA normalization can reach the surrounding code, but reconstructed pixel/sample buffers satisfy exact lengths, so from_raw error closures at :198-199 and :211-212 cannot occur. No assigned-range divergence was observed.",Should SIMD tests pass typed modes through the byte-LUT fusion guard or construct malformed palette buffers to cover impossible fallback/error arms?,Retain the early mode guard and exact palette reconstruction. Keep from_raw errors as defensive invariant checks; validate SIMD support at routing time and preserve P/PA normalization for non-merge operations.,unreachable,not_a_bug,"pillow-rs/src/compute/pool_simd/mod.rs:28-45,84-108,186-216,218-360; pillow-rs/src/image.rs:1743-1844,2148-2190; pillow-rs/src/compute/mod.rs:523-588,635-665; pillow-rs/src/raster/buffer.rs:623-633,736-745; pillow-rs-py/src/lib.rs:1627-1679; P/PA normalization probe",luna-025-026,complete,Luna investigator: SIMD fallback and palette reconstruction errors are defensive invariants; no files changed; no managed/GPU coverage ran.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",unreachable,none identified in assigned ranked ranges,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-027,pillow-rs/src/ops/transform.rs,284;599;605-611,20,3,1,7,public transform/validation,"affine, transpose, and transform inputs",Python Image.transform -> Python facade -> PyImage.transform -> Image::transform_public -> affine pipeline helper; Image.reduce -> PyImage.reduce -> Image::reduce_public. Deprecated transform_affine is bypassed by Python but reached by the WASM facade.,Pillow 12.2.0 PIL/Image.py implements reduce and transform with affine normalization; there is no equivalent public Rust-only transform_affine wrapper.,"transform.rs:284 is unreachable through the Python facade because invalid non-sequence boxes become ReduceBox::InvalidType, not ReduceBox::Invalid; it remains reachable to direct Rust callers. Lines :599 and :605-611 are WASM-reachable but Python-bypassed, queue a valid nearest affine operation, and show no Rust/Pillow divergence. WASM's opaque-black fill is a facade limitation outside these lines.","Is the uncovered code dead for all supported callers, or does a binding still use it? Is ReduceBox::Invalid accidentally reachable from Python, and does the legacy affine wrapper alter maintained Python behavior?","Keep transform_public canonical for Python and retain transform_affine for the existing WASM compatibility API until migration. Keep Invalid as defensive Rust-API validation; do not add invalid Python coverage. If WASM parity expands, normalize fill/method there and delegate to transform_public.",not_unreachable,not_a_bug,"pillow-rs/src/ops/transform.rs:204-292,440-580,584-612; pillow-rs-py/src/lib.rs:261-305,1186-1199; pillow-rs-js/src/lib.rs:658-663; Pillow 12.2.0 transform/reduce source; reduce invalid-box and affine identity probes",luna-027-028,complete,"Luna investigator: mixed surface—reduce Invalid is Python-unreachable, legacy affine is WASM-reachable/Python-bypassed; no Rust parity bug found; no files changed.",dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",mixed_reachable_defensive,none identified in assigned ranked ranges,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-028,pillow-rs/src/compute/pool_cpu/mod.rs,27;144;152-153,19,9,4,11,CPU/backend dispatch,public CPU image operations,Python ImageChops.multiply/screen -> Python facade -> PyO3 functions -> pillow_rs ImageChops ops -> lazy PipelineOp -> route/execute -> CpuPool::execute_batch; point/eval follows the same CPU executor.,Pillow 12.2.0 ImageChops.multiply/screen calls core operations directly; no CPU-pool/backend dispatch API is exposed.,pool_cpu/mod.rs:27 is unreachable because fused_point_batch returns before point_band_count for non-byte modes. Line :144 is reachable with different secondary images and correctly declines fusion; :152-153 are reachable with public LA images and shared secondary image. Probes found no Rust/Pillow divergence.,"Could a non-byte DynamicImage reach the point-band wildcard, or could multiply/screen fusion combine different secondary sources or omit LA alpha-band processing?","Preserve byte-mode gating, require shared execution identity for fused multiply/screen, retain explicit LA channel handling, and fall back to separate registry operations for non-shared operands.",not_unreachable,not_a_bug,"pillow-rs/src/compute/pool_cpu/mod.rs:21-28,97-127,137-165,258-301; pillow-rs/src/image.rs:1175-1200; pillow-rs/src/compute/mod.rs:523-587,667-687; pillow-rs-py ImageChops bindings; Pillow 12.2.0 LA multiply/screen probes",luna-027-028,complete,"Luna investigator: point-band wildcard is structurally unreachable, while LA fusion and non-shared fallback are public and correct; no files changed.",dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",mixed_reachable_defensive,none identified in assigned ranked ranges,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-029,pillow-rs/src/ops/convert.rs,299;729;834,17,10,10,5,public convert/validation,Image.convert public modes and palettes,"Python Image.convert -> PyImage.convert -> Image::convert_with_input -> Image::convert; P same-mode inputs return before Image::convert, while nonstandard conversions continue through explicit mode tagging and web_palette_quantize.","Pillow 12.2.0 Image.convert handles omitted/same-mode conversion, RGBA->P/PA, and colorspace conversion; probes matched RGB/CMYK/HSV/YCbCr -> PA bytes and palettes.",convert.rs:299 is facade-unreachable because P->P returns a copy before Image::convert and omitted-mode P resolves to RGB. Lines :729 and :834 are reachable: RGB->CMYK reaches explicit mode tagging and CMYK/HSV/YCbCr->PA reaches web_palette_quantize. No divergence observed.,Are all residual branches dead because palette and nonstandard modes bypass public conversion? No; only the P same-mode branch is facade-unreachable.,"Keep the same-mode fast path, Image::push_op Pipeline behavior, explicit nonstandard mode tagging, and direct nonstandard-to-PA web-palette path. No runtime fix indicated.",not_unreachable,not_a_bug,"pillow-rs-py/python/pillow_rs/image.py:188-203; pillow-rs-py/src/lib.rs:738-768; pillow-rs/src/ops/convert.rs:158-226,294-302,620-731,821-838; pillow-rs/src/image.rs:2261-2427; Pillow 12.2.0 convert source; P same-mode and nonstandard->PA probes",luna-029-030,complete,"Luna investigator: convert line 299 is facade-unreachable, but lines 729/834 are public and matched Pillow; no files changed.",dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",mixed_reachable_defensive,none identified in assigned ranked ranges,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-030,pillow-rs/src/font/mod.rs,114-115;418;460-463,17,0,3,5,font lane/excluded,public font constructors; fontdone excluded,Variation input: imagefont.py -> PyO3 variation adapter -> font/mod.rs variation setter. Invalid source: imagefont.py -> PyFont::truetype -> source classifier -> FreeTypeFont::from_source -> font/mod.rs. Python bytes getbbox follows getbbox_bytes_with_options and does not call text_bbox_bytes.,"Pillow 12.2.0 loads non-path font inputs through f.read(), accepts str/bytes getbbox inputs, and encodes non-bytes variation names before native lookup.","font/mod.rs:114-115 is reachable for set_variation_by_name(1) and matches Pillow's AttributeError (zero gain). Line :418 is reachable for ImageFont.truetype(123,10) but diverges at the host boundary: RSPIL raises TypeError 'font must be a file path or file-like object', Pillow raises AttributeError for missing read. Lines :460-463 are Python-unreachable because bytes getbbox follows getbbox_bytes_with_options.","Are these rows unreachable solely because fontdone is excluded? No. Variation and invalid-source adapters are Python-reachable; only text_bbox_bytes is absent from the Python route, and invalid-source handling has a host-boundary parity bug candidate independent of fontdone.",Do not modify fontdone. Preserve Pillow's non-path source behavior in the PyO3 host boundary by propagating the original read-attribute failure for unsupported objects instead of converting Invalid into core TypeError. Keep variation-name coercion safe and bytes getbbox on getbbox_bytes_with_options.,font_scope_excluded,unfixable_without_scope_change,"pillow-rs/src/font/mod.rs:110-117,411-421,451-463,679-728; pillow-rs-py/src/lib.rs:2049-2062,2083-2097,2139-2155,2166-2195; .venv/lib/python3.12/site-packages/PIL/ImageFont.py:224-281,384-448,688-705; invalid-source and variation probes",luna-029-030,complete,Luna investigator: fontdone untouched; host-boundary invalid-source exception type diverges from Pillow; no files changed.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",font_scope_excluded,pillow-rs/src/font/mod.rs:418 (deferred font-scope host-boundary mismatch),D-030,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-031,pillow-rs/src/font/pilfont.rs,312-314;323-325,16,0,12,2,font lane/excluded,public PIL ImageFont loading and size queries,Public loading reaches PyPilFont loading and pillow-rs/src/font/pilfont.rs. Public bitmap metrics use pillow-rs-py/python/pillow_rs/imagefont.py:164-175 -> PyPilFont.getbbox/getlength/getmask -> getbbox_input/getlength_input/getmask_input. getsize_input is reached only through internal _core.PilFont.getsize at pillow-rs-py/src/lib.rs:2600-2604; mode() has no PyPilFont getter.,"Pillow 12.2.0 PIL/ImageFont.py:183-210,772-784,919-939,942-951; public loading and bitmap metric methods.","The row is partly internal: mode() is Rust-public but Python-facade-unreachable; getsize_input is binding-reachable only through internal _core.PilFont.getsize, not public ImageFont.load*/getbbox/getlength/getmask. No implementation divergence or first divergence was found.","Is internal _core.PilFont.getsize being counted as maintained public ImageFont reachability, and is a public mode or getsize API actually required?",Keep mode() internal and retain getsize_input() as the host text-normalization adapter for the internal binding. Preserve public getbbox/getlength/getmask delegation. No fontdone change is in scope.,font_scope_excluded,unfixable_without_scope_change,"pillow-rs/src/font/pilfont.rs:311-325; pillow-rs-py/python/pillow_rs/imagefont.py:113-175,419-439; pillow-rs-py/src/lib.rs:2533-2620; Pillow 12.2.0 PIL/ImageFont.py:183-210,772-784,919-951",luna-031-032,complete,Luna verification: mode is Python-unexposed and getsize_input is internal-binding reachable only; no parity bug; fontdone remains out of scope.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",font_scope_excluded,none,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-032,pillow-rs/src/compute/pool_cpu/ops/geometry.rs,461;863-864;866-867,13,25,3,6,geometry/validation,"PIL Image.rotate, crop, and resize geometry inputs","pillow-rs-py/python/pillow_rs/image.py:157-182 -> PyImage.resize/crop/rotate at pillow-rs-py/src/lib.rs:684-727 -> Image::resize, crop_float/crop_signed/crop_box, and rotate_with_input -> PipelineOp -> CPU registry -> execute_resize/execute_crop/execute_rotate in pillow-rs/src/compute/pool_cpu/ops/geometry.rs.","Pillow 12.2.0 PIL/Image.py:1370-1416 (crop),2328-2435 (resize),2475-2589 (rotate).","The defensive classification is sound. geometry.rs:461 is reached only after rotate_arbitrary_generic allocates through CheckedDims::new at :606, so zero output returns before affine_nearest_fixed. Lines :863-867 require reversed unsigned crop coordinates, while public crop validates order and crop_box receives normalized coordinates. Resize rejects non-positive dimensions before queuing. No first divergence was found.",Could an in-scope caller enqueue reversed crop bounds or zero-dimension rotate output after public validation? Source tracing found no such path.,"Keep CheckedDims::new strict, preserve crop extent and coordinate validation in ops/crop.rs, and retain normalized positive crop bounds at the CPU kernel boundary. No implementation change.",unreachable,not_a_bug,"pillow-rs/src/compute/pool_cpu/ops/geometry.rs:437-461,538-617,803-867,981-1059; pillow-rs/src/ops/crop.rs:64-206; pillow-rs/src/ops/resize.rs:78-112,236-244; pillow-rs/src/ops/rotate.rs:134-177; pillow-rs-py/python/pillow_rs/image.py:157-182; pillow-rs-py/src/lib.rs:684-727; Pillow 12.2.0 Image.py crop/resize/rotate",luna-031-032,complete,Luna verification: checked-dimension and normalized-crop invariants make the assigned geometry guards unreachable; no parity bug.,dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",unreachable,none,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-033,pillow-rs/src/raster/buffer.rs,169;632;709,15,5,1,9,buffer/validation,"PIL Image.frombytes, getpixel, putpixel, and core image buffers",Image.frombytes/getpixel/putpixel -> pillow-rs Python shims -> PyO3 methods -> Rust Image methods. Python bounds/length checks precede typed ImageBuffer access; ImageBuffer::from_raw is also a public Rust-only API.,"Pillow 12.2.0 PIL/Image.py:932-967,1753-1766,2176-2214,3244-3287; short buffers raise ValueError and invalid coordinates raise IndexError.",The assigned outcomes are defensive: Rows::with_image panics only after an ImageBuffer length invariant is violated; from_raw:632 returns None only for a short direct Rust buffer; get_pixel:709 is an invalid-coordinate panic. Python-facing paths reject these conditions first. No first divergence was found.,Are the buffer and pixel-access failure arms public-input gaps or defensive outcomes after Python validation?,"Retain Option-returning from_raw validation, checked row construction, and Image-level coordinate validation. No runtime change.",mixed_reachable_defensive,not_a_bug,"pillow-rs/src/raster/buffer.rs:157-175,620-633,699-716; pillow-rs/src/image.rs:1521-1585,2462-2475,2545-2549; pillow-rs-py/src/lib.rs:1376-1389,1453-1483; pillow-rs-py/python/pillow_rs/image.py:240-251,493-520",luna-033-034,complete,"Luna verification: public Rust from_raw rejection is reachable, while invalid rows/coordinates are defensive; no parity bug.",dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",mixed_reachable_defensive,none,none,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
surface-034,pillow-rs/src/color.rs,42-49;1155,15,1,5,2,color/validation,PIL Image mode conversion and ImageColor.getrgb/getcolor inputs,Image.convert -> Python Image.convert -> PyImage.convert -> Image::convert_with_input -> Image::convert -> nonstandard-source dispatch -> color::convert_from_nonstandard. Mode metadata separately reaches Image::mode -> mode_from_materialized -> color_type_to_mode. ImageColor.getrgb/getcolor use a separate parser path and do not reach the assigned ranges.,"Pillow 12.2.0 PIL/Image.py:1018-1082,270-280; PIL/ImageColor.py:27-165. Supported mode conversion and invalid ImageColor mode behavior are distinct.","The assigned range is mixed_reachable_defensive: normal ColorType mappings are valid materialization paths, while extended/wildcard mappings are not produced by current DynamicImage variants; convert_from_nonstandard:1155 is unreachable under constrained source modes. A separate public divergence exists outside the assigned range: invalid ImageColor.getcolor modes first diverge at color.rs:579-582, where Rust falls through to RGB while Pillow raises KeyError.","The assigned range has no wrong implementation, but the broader ImageColor invalid-mode surface has a confirmed error-classification mismatch outside these lines.",Keep explicit ColorType mapping and defensive None fallback. Separately validate ImageColor.getcolor mode names against Pillow's supported set before RGB fallback so unknown modes produce a KeyError-compatible error.,implementation_bug_candidate,needs_runtime_fix,"pillow-rs/src/color.rs:36-50,554-583,1142-1156; pillow-rs/src/image.rs:4299-4365; pillow-rs/src/ops/convert.rs:13-35,158-226,258-265,349-415,509-524,821-826; pillow-rs-py/src/lib.rs:738-768,1502-1505,3923-3967; pillow-rs-py/python/pillow_rs/imagecolor.py:1-11; Pillow 12.2.0 Image.py/ImageColor.py",luna-033-034,complete,"Luna verification: assigned range remains mixed, but invalid ImageColor mode is a separate public fix candidate at color.rs:579-582.",dbf551d1-12ce-4a17-84ff-79835939ff9e,cfa9906d-c8f9-4c12-b34b-ef226035d5d7,cb6bdc19-2ffc-46a0-8095-5a800879f8f9,pillow-rs strict CPU SIMD GPU coverage 870a1f4fb,pillow-rs-current-cpu-simd-gpu-coverage-20260815,CPU+SIMD+GPU snapshot; GPU included per latest task scope; fontdone and image-slash-star excluded,ed3fb5a377cea66e64d68936df679aa7ff7d749e,870a1f4fb6d74bcd4849dea9ded09e4cdce5e5ee,supported,regions 56232/62303; lines 35005/38270; branches 5630/6738; functions 2731/3160,"MCP snapshot measured commit differs from run checkout commit; snapshot/run IDs, suite, and artifact path are recorded for audit.",mixed_reachable_defensive,pillow-rs/src/color.rs:579-582 (outside assigned range; invalid ImageColor mode),D-034,50,ranked_targets,Exactly 50 ranked targets returned; each row is one target. Region ranges are representative where MCP marks regions_truncated=true; region_count remains authoritative.
